company,A,H,n_obs,ADV_A,ADV_H,prem_std,half_life
FIRST TRACTOR,601038.SS,0038.HK,1266,134565963.64725485,11107791.432914758,0.8149380277468172,35.586626716124144
SICHUAN EXPRESS,601107.SS,0107.HK,1266,32609569.472732116,1971539.7766290973,0.30532850912652537,56.12048724203888
TSINGTAO BREW,600600.SS,0168.HK,1266,450200451.2319372,177163843.57462946,0.1984729558153231,56.379319228043215
JIANGSU EXPRESS,600377.SS,0177.HK,1266,46406176.721386366,18508779.875510007,0.12957256099387035,46.47181478744882
JINGCHENG MAC,600860.SS,0187.HK,1266,141933641.46900263,8998991.784902198,1.0047397678183452,52.79431288801995
MIDEA GROUP,000333.SZ,0300.HK,0,,,,
COMEC,600685.SS,0317.HK,1266,310614935.50956064,18680376.653610427,0.5379758402622721,44.905184275639854
MAANSHAN IRON,600808.SS,0323.HK,1266,169067847.87528014,24024541.39153915,0.3298972890865087,190.33601745490864
SHANGHAI PECHEM,600688.SS,0338.HK,1266,97603923.36706172,26456912.38175102,0.34568635865848346,53.39270134559329
ANGANG STEEL,000898.SZ,0347.HK,1266,142567227.91450286,41758657.73669268,0.15933359853637763,59.15839513826698
JIANGXI COPPER,600362.SS,0358.HK,1266,463528957.20928687,80909390.44529942,0.1608789199196084,27.221688251767272
SINOPEC CORP,600028.SS,0386.HK,1266,485699029.16449237,309448531.06994593,0.10230094262133914,26.170166184138154
CHINA RAILWAY,601390.SS,0390.HK,1266,521528066.39716953,71239532.00840533,0.19014469376536194,58.31498714555103
GUANGSHEN RAIL,601333.SS,0525.HK,1266,95983263.47479713,8801964.580990331,0.2331791878998585,61.11485494152896
SHENZHENEXPRESS,600548.SS,0548.HK,1266,31028105.513653737,15404181.247427888,0.1504823654490618,47.74071448481438
NANJING PANDA,600775.SS,0553.HK,1266,183837375.29163802,5878340.053888429,1.0673852725371746,169.69820133407728
ZCZL,601717.SS,0564.HK,1266,196603314.81460655,11135919.22045616,0.25703656682245624,35.20583917774474
SHANDONG MOLONG,002490.SZ,0568.HK,1266,69579051.66782255,10855805.214502232,1.622270065713888,327.7878650609307
BEIJING N STAR,601588.SS,0588.HK,1266,57634818.74914358,2842805.9384070532,0.5107768385944684,216.68052629519048
SINOTRANS,601598.SS,0598.HK,1254,131706091.99634539,14499934.68767522,0.27254286379738074,34.82851244073317
CHINA EAST AIR,600115.SS,0670.HK,1266,216980172.87796482,40672056.53048029,0.2334881656896105,61.63563727198
SHANDONG XINHUA,000756.SZ,0719.HK,1266,321900421.62874216,25301835.963446703,1.1165327220165162,98.49665904986234
CHINA TELECOM,601728.SS,0728.HK,599,891550994.8960366,201227417.2405587,0.21882717493633383,21.807103685529494
AIR CHINA,601111.SS,0753.HK,1266,455499664.24087435,102747946.63976437,0.23672932816412617,81.92304116679232
ZTE,000063.SZ,0763.HK,1266,2321569755.945426,201358818.63255343,0.1774141337523296,28.57690786560419
XINHUA WINSHARE,601811.SS,0811.HK,1266,41854919.858088754,3098781.052509685,0.4059081840925623,42.41915848737934
PETROCHINA,601857.SS,0857.HK,1266,585909273.5176808,307522895.9670355,0.24946516515664496,76.81713745205681
BAIYUNSHAN PH,600332.SS,0874.HK,1266,300225554.83079636,25341082.16872492,0.18340242948705168,48.293199569776576
CNOOC,600938.SS,0883.HK,430,867823761.6615745,781662563.8965442,0.1386264846431478,23.903782697308674
DONGJIANG ENV,002672.SZ,0895.HK,1266,47198422.78242214,1663200.6638874027,0.4889870146188048,216.1705486197306
HUANENG POWER,600011.SS,0902.HK,1266,388118978.8264951,113794708.33429697,0.2860706239094378,44.82272142862307
CONCH CEMENT,600585.SS,0914.HK,1266,816898758.7143435,218896644.35388318,0.11910286853330888,55.08196279055535
CHINA LONGYUAN,001289.SZ,0916.HK,489,115375497.21820867,164791842.38345906,0.6474335195798573,560.255577273346
HISENSE HA,000921.SZ,0921.HK,1266,122181869.69984911,13052916.833737789,0.1955258417615868,33.494157856173814
CCB,601939.SS,0939.HK,1266,439809478.7806784,1125072642.2603755,0.09267872599873514,41.87161737108131
CHINA MOBILE,600941.SS,0941.HK,502,792418558.3031107,971576386.8292086,0.08896357178189365,15.94009216838766
CHINA SUNTIEN,600956.SS,0956.HK,891,154831043.6384947,43396872.783292085,1.1970859304473729,61.02314493425027
SMIC,688981.SS,0981.HK,878,1854769119.8993862,1228181006.1037292,0.24609896785646634,18.5163404150716
DATANG POWER,601991.SS,0991.HK,1266,152703670.927062,18701677.742083587,0.3010564858105092,36.066641591030134
ANHUIEXPRESSWAY,600012.SS,0995.HK,1266,31794294.468233433,5943042.963035476,0.13826453558028565,32.53128560073962
CITIC BANK,601998.SS,0998.HK,1266,128138918.23053022,78311161.85385807,0.12694611862305688,39.93771314967785
SINOPEC SSC,600871.SS,1033.HK,1266,102313142.89830902,5523163.046543796,0.4319435860560521,33.17374895410687
CHONGQING IRON,601005.SS,1053.HK,1266,170870381.12871438,9582296.566364719,0.24267895110768756,31.456171706398706
CHINA SOUTH AIR,600029.SS,1055.HK,1266,333119749.4660284,71969797.62437409,0.12424291966318288,25.966542704866622
ZHEJIANG SHIBAO,002703.SZ,1057.HK,1266,226270895.13150212,16847588.37751487,1.3591380234447308,70.16634994300959
TIANJIN CAPITAL,600874.SS,1065.HK,1266,54805508.092983395,1169848.7069529642,0.5818007333546424,118.16074370375821
HUADIAN POWER,600027.SS,1071.HK,1266,231935176.66132593,30651793.09628452,0.22757009016036525,40.531937328779094
DONGFANG ELEC,600875.SS,1072.HK,1266,417195566.1933608,24822621.14334167,0.29072402185001556,39.71766102679494
CHINA SHENHUA,601088.SS,1088.HK,1266,500446903.43658745,255883146.19893417,0.11006749758945086,33.27778604455025
TRIUMPH NEW EN,600876.SS,1108.HK,1266,121056314.69156133,24834448.102930784,1.8121780890040362,224.80907112806491
COSCO SHIP ENGY,600026.SS,1138.HK,1266,318661926.2865135,59969034.75578318,0.37262539640798015,52.189046805926495
ZOOMLION,000157.SZ,1157.HK,1266,370598151.90618557,44111351.07186058,0.27767453076888765,92.20685584720842
YANKUANG ENERGY,600188.SS,1171.HK,1266,370575127.3542754,113736000.12150191,0.37440805977345165,60.56942962663029
CHINA RAIL CONS,601186.SS,1186.HK,1266,523901310.5377993,55962763.78120705,0.31230387381131414,121.14144305848801
BYD COMPANY,002594.SZ,1211.HK,1266,3669545035.1398134,1421476006.4275212,0.12497193679314705,31.176336800749375
ABC,601288.SS,1288.HK,1266,650165412.623588,224113345.7367628,0.06701335832853406,23.002471855126192
DYNAGREEN ENV,601330.SS,1330.HK,1266,98530503.20225434,3721636.9207521863,0.6185555144319023,40.098889231542444
NCI,601336.SS,1336.HK,1266,511554372.0757235,129810137.56649624,0.25672192311482794,64.69829242869127
PICC GROUP,601319.SS,1339.HK,1266,341909731.0459405,72599825.82796498,0.6109990762396946,126.72563020405093
