Date,gross_ret,turn_A,turn_H
2024-01-02,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0
2024-01-04,0.0,0.0,0.0
2024-01-05,0.0,0.0,0.0
2024-01-08,0.0,0.0,0.0
2024-01-09,0.0,0.0,0.0
2024-01-10,0.0,0.0,0.0
2024-01-11,0.0,0.0,0.0
2024-01-12,0.0,0.0,0.0
2024-01-15,0.0,0.0,0.0
2024-01-16,0.0,0.0,0.0
2024-01-17,0.0,0.0,0.0
2024-01-18,0.0,0.0,0.0
2024-01-19,0.0,0.0,0.0
2024-01-22,0.0,0.0,0.0
2024-01-23,0.0,0.0,0.0
2024-01-24,0.0,0.0,0.0
2024-01-25,0.0,0.0,0.0
2024-01-26,0.0,0.0,0.0
2024-01-29,0.0,0.0,0.0
2024-01-30,0.0,0.0,0.0
2024-01-31,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-02-02,0.0,0.0,0.0
2024-02-05,0.0,0.0,0.0
2024-02-06,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0
2024-02-08,0.0,0.0,0.0
2024-02-09,0.0,0.0,0.0
2024-02-14,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.0
2024-02-16,0.0,0.0,0.0
2024-02-19,0.0,0.0,0.0
2024-02-20,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0
2024-02-22,0.0,0.0,0.0
2024-02-23,0.0,0.0,0.0
2024-02-26,0.0,0.0,0.0
2024-02-27,0.0,0.0,0.0
2024-02-28,0.0,0.0,0.0
2024-02-29,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0
2024-03-21,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.0
2024-03-27,0.0,0.0,0.0
2024-03-28,0.0021632948653800507,0.08498516544420637,0.08168150122246028
2024-03-29,0.0,0.08498516544420637,0.08168150122246028
2024-04-01,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0
2024-04-03,0.0,0.0,0.0
2024-04-05,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.0
2024-04-09,0.0,0.0,0.0
2024-04-10,-0.001589986749215859,0.0807101850372586,0.08595648162940807
2024-04-11,-0.001021549076792884,0.08318008354186053,0.08488386509698209
2024-04-12,-0.0006021533950809375,0.00040296034149970666,0.0004029603414996881
2024-04-15,0.005138666246978702,0.0001120222500336406,0.00011202225003364985
2024-04-16,-0.0008808841148663446,0.08361903441757751,0.08609850659005241
2024-04-17,0.00028096231023993823,0.08591688456878942,0.08149966203541596
2024-04-18,-0.0007483341684339154,0.0003733503777372897,0.0003733503777372989
2024-04-19,-0.0015183152156905712,0.0018674396995987015,0.0018674396995986737
2024-04-22,-0.0006860289464976794,0.0016560357845043783,0.0016560357845043967
2024-04-23,-0.0002756810935436037,0.0015202934439050853,0.0015202934439050946
2024-04-24,-0.0003322858203536813,0.0007391542512569423,0.0007391542512569516
2024-04-25,0.0009918610021840855,0.0006063000068813699,0.0006063000068813607
2024-04-26,-0.001332044574537736,0.08298984201264646,0.08540034116257156
2024-04-29,-8.402900033362816e-05,0.0019198983238759848,0.0019198983238759755
2024-04-30,0.00043265952216549954,0.08412117277135268,0.08419173325104386
2024-05-02,-0.0034886406367209515,0.0004676851480564792,0.00046768514805650696
2024-05-03,-0.004629747678177347,0.24575254117531722,0.25764674877314414
